UniProt	GeneSym
O75325	LRRN2
Q96II8	LRCH3
O15116	LSM1
P22888	LHCGR
P83369	LSM11
P00387	CYB5R3
Q86U10	ASPG
P42704	LRPPRC
A6NDA9	LRIT2
Q9Y546	LRRC42
Q6ZNQ3	LRRC69
Q5T3J3	LRIF1
Q9BTT6	LRRC1
O94898	LRIG2
Q7Z4F1	LRP10
Q5VT99	LRRC38
Q8TDW0	LRRC8C
Q6UXK5	LRRN1
P01229	LHB
Q9Y333	LSM2
Q969L4	LSM10
Q9BRA0	NAA38
Q7L1T6	CYB5R4
Q15722	LTB4R
Q96LR2	LURAP1
Q9NS15	LTBP3
A0A075B6K6	IGLV4-3
A0A0G2JS06	IGLV5-39
A0A075B6I9	IGLV7-46
P01701	IGLV1-51
P16581	SELE
Q7Z3D4	LYSMD3
Q5XG99	LYSMD4
H3BQJ8	LY6L
O60449	LY75
Q9Y5Y7	LYVE1
Q7Z4W2	LYZL2
Q5VWZ2	LYPLAL1
Q8TC57	M1AP
Q16553	LY6E
P01715	IGLV3-1
A0A075B6K4	IGLV3-10
Q8N1E2	LYG1
Q86SG7	LYG2
O75608	LYPLA1
Q9NR34	MAN1C1
Q9UJ55	MAGEL2
P43364	MAGEA11
Q9H9H5	MAP6D1
Q9H063	MAF1
P43366	MAGEB1
O15481	MAGEB4
O75251	NDUFS7
Q8N7X4	MAGEB6
Q96M61	MAGEB18
O00217	NDUFS8
O60732	MAGEC1
Q7Z304	MAMDC2
Q99558	MAP3K14
Q16644	MAPKAPK3
Q8NHV4	NEDD1
P46934	NEDD4
P29966	MARCKS
P27448	MARK3
Q96L34	MARK4
P51948	MNAT1
P56270	MAZ
Q9Y6D9	MAD1L1
Q15013	MAD2L1BP
Q9NXL9	MCM9
Q86YW9	MED12L
Q5I0G3	MDH1B
P51608	MECP2
Q9P086	MED11
Q96RN5	MED15
Q643R3	LPCAT4
Q9P2M1	LRP2BP
Q0VAA2	LRRC74A
Q8NAA5	LRRC75A
O15165	LDLRAD4
Q8IWT6	LRRC8A
Q86VZ4	LRP11
Q96JM4	LRRIQ1
Q5BKY1	LRRC10
Q8N7C0	LRRC52
Q6ZSA7	LRRC55
Q9H3W5	LRRN3
P62312	LSM6
Q13449	LSAMP
O75074	LRP3
Q9UK45	LSM7
Q86VH5	LRRTM3
Q9NPC1	LTB4R2
P41271	NBL1
Q8IV50	LYSMD2
O75342	ALOX12B
Q9BRK4	LZTS2
Q8WZA0	LZIC
Q8N653	LZTR1
Q9NXJ0	MS4A12
Q5J8X5	MS4A13
O00754	MAN2B1
Q8N4S9	MARVELD2
Q96A59	MARVELD3
Q8IVH8	MAP4K3
Q9H9Z2	LIN28A
Q8TBB1	LNX1
Q96JB6	LOXL4
Q50LG9	LRRC24
Q3SXY7	LRIT3
Q2VPJ9	LRRC75B
Q9C0I9	LRRC27
Q5T700	LDLRAD1
Q6UY01	LRRC31
A6NJW4	LRRC3C
Q38SD2	LRRK1
Q96NW7	LRRC7
Q5S007	LRRK2
Q9P2V4	LRIT1
Q6NSJ5	LRRC8E
Q9H9A6	LRRC40
Q8WUT4	LRRN4
O43300	LRRTM2
Q9Y4Y9	LSM5
Q0VGL1	LAMTOR4
Q5SQ64	LY6G6F
P16109	SELP
Q9HD34	LYRM4
P01714	IGLV3-19
A6NDP7	MYADML2
Q8NHW3	MAFA
Q9BXY0	MAK16
A8MXT2	MAGEB17
P43361	MAGEA8
Q9UDY8	MALT1
Q7Z6G3	NECAB2
P41279	MAP3K8
Q9Y2H9	MAST1
Q86YJ5	MARCH9
Q8NA82	MARCH10
Q96JE9	MAP6
P32245	MC4R
Q9UBB5	MBD2
P10911	MCF2
Q8NHZ7	MBD3L2
P20382	PMCH
P02686	MBP
Q9BTE3	MCMBP
Q8NEM0	MCPH1
Q7L590	MCM10
Q9UJA3	MCM8
Q9BUT9	MCRIP2
Q96EZ8	MCRS1
P49901	SMCP
Q8NE86	MCU
A0A1B0GVS7	MDFIC2
Q8NFP4	MDGA1
Q6UWQ5	LYZL1
P0DP75	MED14OS
Q9Y2E5	MAN2B2
Q9BY19	MS4A8
P43363	MAGEA10
Q969L2	MAL2
Q9UBF1	MAGEC2
Q13495	MAMLD1
O60337	MARCH6
Q9H992	MARCH7
P78559	MAP1A
Q14244	MAP7
Q49MG5	MAP9
P11226	MBL2
O00339	MATN2
Q9UIS9	MBD1
O43462	MBTPS2
Q969S2	NEIL2
Q96DN6	MBD6
Q8NI22	MCFD2
A6NE82	MBD3L3
Q96PY6	NEK1
Q4ZIN3	TMEM259
Q6P3R8	NEK5
Q4G0Z9	MCMDC2
Q9HC98	NEK6
P25205	MCM3
Q6UWN0	LYPD4
Q96KX0	LYZL4
Q02978	SLC25A11
Q8N5U1	MS4A15
Q3C1V0	MS4A18
Q3KQU3	MAP7D1
P20916	MAG
Q9BQ69	MACROD1
A2A368	MAGEB16
Q9UNF1	MAGED2
Q9HCI5	MAGEE1
P21145	MAL
Q8N987	NECAB1
Q96P71	NECAB3
O95819	MAP4K4
Q9Y4K4	MAP4K5
O00187	MASP2
Q8IW41	MAPKAPK5
Q6P0Q8	MAST2
Q16655	MLANA
Q6ZN01	MAMSTR
Q8TCQ1	MARCH1
Q9BQG0	MYBBP1A
P51884	LUM
P01706	IGLV2-11
P01705	IGLV2-23
O94772	LY6H
Q5U5X0	LYRM7
Q99698	LYST
Q9Y250	LZTS1
Q96JQ5	MS4A4A
Q96PG1	MS4A4E
Q05195	MXD1
Q16584	MAP3K11
Q8WXG6	MADD
Q9BSK0	MARVELD1
Q9Y2U5	MAP3K2
Q99759	MAP3K3
Q7L5Y9	MAEA
P20794	MAK
Q96JK9	MAML3
Q9H8J5	MANSC1
Q8NC96	NECAP1
Q9H6Y5	MAGIX
Q9NX47	MARCH5
Q5VT66	MARC1
Q05BQ5	MBTD1
Q9NR56	MBNL1
Q96EY5	MVB12A
Q13394	MAB21L1
O43148	RNMT
Q6ZWT7	MBOAT2
Q8WWY6	MBD3L1
A6NDZ8	MBD3L4
D6RGH6	MCIDAS
Q9Y6R4	MAP3K4
P49821	NDUFV1
P55145	MANF
Q8TD90	MAGEE2
Q15555	MAPRE2
Q969Z3	MARC2
Q9Y4F3	MARF1
Q9UEW3	MARCO
Q6P1A2	LPCAT3
Q68D91	MBLAC2
O60291	MGRN1
Q7RTP6	MICAL3
Q9Y4U1	MMACHC
Q13064	MKRN3
Q14165	MLEC
Q495T6	MMEL1
P40692	MLH1
A6NGY5	OR51F1
Q9H343	OR51I1
Q9H344	OR51I2
Q9H341	OR51M1
Q9UKL2	OR52A1
Q96RD2	OR52B2
Q8NH55	OR52E5
Q6IFG1	OR52E8
P52564	MAP2K6
Q8NH53	OR52N1
O14733	MAP2K7
P0C7T3	OR56A5
Q8NGI3	OR56B1
Q8N127	OR5AS1
A6NCE7	MAP1LC3B2
A6NJZ3	OR6C65
A6NDL8	OR6C68
A6NIJ9	OR6C70
Q6IF36	OR8G2P
Q99547	MPHOSPH6
Q5T2T1	MPP7
Q99549	MPHOSPH8
Q99550	MPHOSPH9
Q9Y530	OARD1
Q6WCQ1	MPRIP
P20645	M6PR
Q15646	OASL
Q56VL3	OCIAD2
Q8TAD7	OCC1
Q86SM5	MRGPRG
Q96LB2	MRGPRX1
Q96LB0	MRGPRX3
Q96LA9	MRGPRX4
Q16625	OCLN
Q6IN84	MRM1
Q9UI43	MRM2
Q7Z745	MROH2B
Q9UKG9	CROT
Q92887	ABCC2
O15438	ABCC3
O15440	ABCC5
Q5T3U5	ABCC10
Q68CQ1	MROH7
Q9H579	MROH8
Q6ZTZ1	MSANTD1
Q6P1R3	MSANTD2
Q8NCY6	MSANTD4
P52701	MSH6
P08559	PDHA1
P11177	PDHB
Q9Y3D2	MSRB2
Q8IXL7	MSRB3
O00330	PDHX
P47224	RABIF
Q2TV78	MST1L
Q8IVN3	MUSTN1
A1L3X4	MT1DP
Q93083	MT1L
Q5VZV1	METTL21C
Q9H488	POFUT1
Q9ULD0	OGDHL
P25713	MT3
Q8N543	OGFOD1
O15527	OGG1
P11137	MAP2
Q13126	MTAP
Q9NZJ7	MTCH1
Q9Y6C9	MTCH2
Q96DY7	MTBP
P56278	MTCP1
Q9H903	MTHFD2L
Q15390	MTFR1
Q9H4K7	MTG2
Q6UX06	OLFM4
Q8TAK6	OLIG1
Q68BL8	OLFML2B
Q8TAD2	IL17D
P24394	IL4R
Q5VWK5	IL23R
Q92551	IP6K1
Q96DU7	ITPKC
Q6GPH6	ITPRIPL1
Q8NA54	IQUB
A6NCM1	IQCA1L
Q4KMZ1	IQCC
Q6IPM2	IQCE
Q8N6M8	IQCF1
Q1A5X6	IQCJ
Q8N0W5	IQCK
A0A1B0GVH7	IQCM
P48200	IREB2
A2RUB1	MEIOC
B3KU38	IQCJ-SCHIP1
Q9H1K1	ISCU
Q1W4C9	SPINK13
P26006	ITGA3
P15884	TCF4
Q969R8	ITFG2
O95965	ITGBL1
Q7L2J0	MEPCE
P19823	ITIH2
Q06033	ITIH3
P16144	ITGB4
P18564	ITGB6
P35240	NF2
Q96J02	ITCH
Q14696	MESD
Q92613	JADE3
Q8N5M9	JAGN1
P23458	JAK1
Q6UXV1	IZUMO2
Q5VZ72	IZUMO3
Q92833	JARID2
Q86VZ6	JAZF1
Q9P266	JCAD
Q9UPT6	MAPK8IP3
Q9H9V9	JMJD4
Q9H910	JPT2
P17535	JUND
Q92628	KIAA0232
Q5VV43	KIAA0319
O94854	KIAA0754
Q8IV33	KIAA0825
Q9UPP5	KIAA1107
Q6ZU35	KIAA1211
Q6NV74	KIAA1211L
Q9ULG3	KIAA1257
Q9P206	KIAA1522
Q9HCM3	KIAA1549
Q6ZVL6	KIAA1549L
Q96PY0	PSMG3-AS1
Q8N8K9	KIAA1958
P13645	KRT10
Q99456	KRT12
P13646	KRT13
P02533	KRT14
Q04695	KRT17
P05783	KRT18
Q9UBG0	MRC2
Q5VT25	CDC42BPA
A0A1B0GUY1	MARCOL
P49959	MRE11
Q9NX40	OCIAD1
Q9NV56	MRGBP
Q8TDS7	MRGPRD
Q86SM8	MRGPRE
Q96AM1	MRGPRF
Q9H607	OCEL1
Q9BZK8	OCR1
Q01968	OCRL
A6NES4	MROH2A
Q8IXM7	ODF3L1
Q3SX64	ODF3L2
A1E959	ODAM
O15439	ABCC4
Q17RF5	ODAPH
O95255	ABCC6
P11182	DBT
Q96J65	ABCC12
P12694	BCKDHA
O15091	KIAA0391
Q5TGP6	MROH9
Q9UKD2	MRTO4
Q96PU9	ODF3
Q9ULH7	MRTFB
B2RBV5	null
Q9Y6F6	MRVI1
Q2M2E3	ODF4
Q02218	OGDH
Q96H12	MSANTD3
P36957	DLST
O15457	MSH4
O43196	MSH5
P10515	DLAT
O43347	MSI1
P08118	MSMB
Q68DK7	MSL1
Q15800	MSMO1
Q9HCI7	MSL2
Q1L6U9	MSMP
Q96KJ4	MSLNL
Q9UJG1	MOSPD1
O75425	MOSPD3
Q9UJ68	MSRA
Q5SWX8	ODR4
Q8IZS5	OFCC1
O75665	OFD1
P28360	MSX1
P35548	MSX2
P04732	MT1E
P04731	MT1A
Q9BYG7	MRO
P07948	LYN
A0A075B6J9	IGLV2-18
Q9BS40	LXN
Q8NDX9	LY6G5B
Q9HBG7	LY9
Q9NQ48	LZTFL1
Q96JA4	MS4A14
Q9H2W1	MS4A6A
A6NCF6	MAGEA13P
O15479	MAGEB2
Q99683	MAP3K5
P57077	MAP3K7CL
Q5VSG8	MANEAL
Q9P2G4	MAP10
P41968	MC3R
Q8IX19	MCEMP1
A6NDR6	MEIS3P1
A8K0S8	MEIS3P2
Q9UHV7	MED13
Q9BTT4	MED10
Q9ULX3	NOB1
Q9BUU2	METTL22
O15553	MEFV
P51843	NR0B1
Q15466	NR0B2
P20393	NR1D1
Q14995	NR1D2
P55055	NR1H2
Q13133	NR1H3
Q96RI1	NR1H4
O75469	NR1I2
Q14994	NR1I3
P49116	NR2C2
Q86WQ0	NR2C2AP
P22736	NR4A1
P43354	NR4A2
Q8N912	NRAC
P49279	SLC11A1
Q8NHS3	MFSD8
Q8NBP5	MFSD9
Q9NSY0	NRBP2
Q9UHY1	NRBP1
Q86Y26	NUTM1
Q9GZY0	NXF2
Q8IWE2	FAM114A1
Q969Y0	NXPE3
Q8NGX3	OR10T2
Q8NGI7	OR10V1
Q8NGF6	OR10W1
Q8NGC1	OR11G2
Q8NGC7	OR11H6
Q8NGX0	OR11L1
P0DN82	OR12D1
Q9NZB8	MOCS1
Q8NGS6	OR13C3
P0DN81	OR13C7
Q8NGV5	OR13D1
P12872	MLN
Q7RTY1	SLC16A9
Q7RTX9	SLC16A14
A4D2G3	OR2A25
Q8NHA4	OR2AE1
Q9H205	OR2AG1
Q8NGZ0	OR2AJ1
P0DKB6	MPC1L
Q8NH70	OR4A16
A6NHA9	OR4C46
Q9H340	OR51B6
Q8NGF3	OR51D1
P45985	MAP2K4
Q8NGK1	OR51G1
Q8NGK0	OR51G2
Q9H342	OR51J1
Q8NGJ5	OR51L1
Q8NGJ9	OR51T1
Q9H2C5	OR52A5
Q8NGF0	OR52B6
Q8NGJ3	OR52E1
Q00325	SLC25A3
Q8NGK4	OR52K1
Q8NGH7	OR52L1
Q8NGK5	OR52M1
Q8NGI2	OR52N4
Q8NH57	OR52P1P
O75970	MPDZ
Q8NH76	OR56B4
Q9NZP5	OR5AC2
Q8NH90	OR5AK2
Q8NGI8	OR5AN1
Q8NGF4	OR5AP2
Q8NGP9	OR5AR1
Q9NZW5	MPP6
Q8TAP9	MPLKIP
Q14168	MPP2
Q13368	MPP3
P00973	OAS1
Q9Y6K5	OAS3
O95297	MPZL1
P54368	OAZ1
O95190	OAZ2
Q96G30	MRAP2
Q8TCY5	MRAP
Q2M3A8	MRGPRG-AS1
Q9NY56	OBP2A
Q9NPH6	OBP2B
P22897	MRC1
Q5VST9	OBSCN
Q02509	OC90
Q8N565	MREG
Q96LU7	MYRFL
O14981	BTAF1
Q9BX70	BTBD2
Q9NZP8	C1RL
Q8N1F1	LRRC75A-AS1
P0DN25	C1GALT1C1L
P0C862	C1QTNF9
O14569	CYB561D2
Q13634	CDH18
Q9HBT6	CDH20
Q8TCZ2	CD99L2
O00305	CACNB4
Q9H251	CDH23
Q86UP0	CDH24
Q8IU99	CALHM1
Q8TD86	CALML6
P27797	CALR
P27482	CALML3
Q9Y2D0	CA5B
P20160	AZU1
Q86VP6	CAND1
P29466	CASP1
Q53S99	C2orf83
Q6ZV80	C2orf91
A0A1B0GVN3	C2orf92
Q9UBX1	CTSF
Q8IUK8	CBLN2
P14384	CPM
O00257	CBX4
Q569K6	CCDC157
Q96M63	CCDC114
A0A096LP49	CCDC187
Q9HC52	CBX8
Q66K79	CPZ
Q96M95	CCDC42
Q8WUD4	CCDC12
Q8NA47	CCDC63
Q96ER9	CCDC51
Q567U6	CCDC93
Q6ZRK6	CCDC73
Q6ZN84	CCDC81
O60359	CACNG3
P78396	CCNA1
Q8WWL7	CCNB3
Q5XKL5	BTBD8
P78543	BTG2
A8MVZ5	BTNL10
Q13895	BYSL
Q9P2K1	CC2D2A
P00736	C1R
Q07021	C1QBP
O75973	C1QL1
Q9BXJ5	C1QTNF2
Q96MC9	C1orf147
Q9NZU7	CABP1
Q5T0J3	C1orf220
Q9NPB3	CABP2
P55283	CDH4
Q12864	CDH17
P12830	CDH1
Q13111	CHAF1A
Q8TC20	CAGE1
Q5VU97	CACHD1
P49069	CAMLG
Q6TDU7	CASC1
Q5VZK9	CARMIL1
Q8NAP1	CASTOR3
P07858	CTSB
Q9BXY5	CAPS2
P0DPF5	C2orf27A
Q13166	CATR1
Q3KRA6	C2orf76
P08185	SERPINA6
Q96KX2	CAPZA3
P43251	BTD
Q075Z2	BSPH1
Q9H8M2	BRD9
O95971	CD160
P19099	CYP11B2
Q9NS00	C1GALT1
Q2TBE0	CWF19L2
Q96MC4	CEP295NL
P02745	C1QA
P20851	C4BPB
Q6P1N0	CC2D1A
Q9BXJ4	C1QTNF3
Q6ZSJ8	C1orf122
P23280	CA6
Q13137	CALCOCO2
Q96GE6	CALML4
Q86XJ0	CALHM3
Q5JW98	CALHM4
P10092	CALCB
Q5R3K3	CALHM6
P20807	CAPN3
Q14511	NEDD9
Q8N187	CARF
Q8N5S3	C2orf73
Q7Z7H3	CATIP
Q8N4T8	CBR4
O95931	CBX7
H7C350	CCDC188
A1A4V9	CCDC189
Q15834	CCDC85B
Q8NFR7	CCDC148
Q3SXR2	C3orf36
O60826	CCDC22
A1A4F0	PQLC2L
Q8N813	C3orf56
P0C221	CCDC175
Q8N998	CCDC89
P62955	CACNG7
Q2M329	CCDC96
P09871	C1S
Q8N8Q1	CYB561D1
Q9NPY3	CD93
Q6ZMU1	C3P1
Q96LT6	C1orf74
Q8NEQ5	C1orf162
Q5TEV5	C1orf134
P43155	CRAT
Q9Y6N8	CDH10
O43497	CACNA1G
Q9P0X4	CACNA1I
A0A1B0GU71	CFAP97D2
P55291	CDH15
Q8NFZ8	CADM4
Q8N1Q1	CA13
P55285	CDH6
Q8IXH8	CDH26
P00915	CA1
Q9NS85	CA10
P19022	CDH2
Q13936	CACNA1C
P07451	CA3
Q9Y6Q1	CAPN6
Q6MZZ7	CAPN13
Q9BXL6	CARD14
Q5EG05	CARD16
Q5XLA6	CARD17
P57730	CARD18
P07498	CSN3
Q86V15	CASZ1
P07339	CTSD
Q969G5	CAVIN3
P30988	CALCR
O14815	CAPN9
P63098	PPP3R1
P17655	CAPN2
Q01518	CAP1
Q08AD1	CAMSAP2
Q6F5E8	CARMIL2
Q8ND23	CARMIL3
P56539	CAV3
Q6UXS9	CASP12
A6NCS6	C2orf72
A8MZ97	C2orf74
P41180	CASR
Q9ULV8	CBLC
Q96CT7	CCDC124
Q8IW40	CCDC103
Q96EE4	CCDC126
Q9NV96	TMEM30A
Q8WV48	CCDC107
Q52MB2	CCDC184
P35520	CBS
Q96AQ1	CCDC74A
Q96LY2	CCDC74B
Q96PX6	CCDC85A
A0A1B0GTZ2	CCDC196
Q8N163	CCAR2
Q8ND61	C3orf20
Q96BT1	C3orf49
Q6UXH8	CCBE1
P02747	C1QC
Q8N9H9	C1orf127
Q3SY05	LINC00303
Q8N1D5	C1orf158
Q6P1W5	C1orf94
O95561	C1orf105
A0A0U1RR37	C1orf232
Q5T7R7	C1orf185
Q9BXU9	CALN1
Q5VU69	C1orf189
P55287	CDH11
P55289	CDH12
Q08289	CACNB2
Q8TDN4	CABLES1
Q8N3J6	CADM2
Q9ULB5	CDH7
Q00975	CACNA1B
O75493	CA11
P00918	CA2
Q9HC96	CAPN10
Q16602	CALCRL
O43852	CALU
Q8WVQ1	CANT1
P40123	CAP2
Q9ULU8	CADPS
P05814	CSN2
O15234	CASC3
P42574	CASP3
P55212	CASP6
P49662	CASP4
Q9Y2G2	CARD8
Q8WU43	C2orf15
Q5W0U4	BSPRY
P15538	CYP11B1
Q9UIR0	BTNL2
Q6UXE8	BTNL3
Q86VB7	CD163
Q6UWJ8	CD164L2
Q13901	C1D
Q9BXJ0	C1QTNF5
Q10588	BST1
Q9Y5P4	COL4A3BP
B2RNN3	C1QTNF9B
A6NLJ0	C2CD4B
Q86Z23	C1QL4
P21730	C5AR1
Q9NWV4	C1orf123
Q5JVX7	C1orf141
Q5SNV9	C1orf167
Q5SVJ3	C1orf100
Q8IYL3	C1orf174
Q9NSG2	C1orf112
Q9Y376	CAB39
Q9NY47	CACNA2D2
Q9BRK5	SDF4
P55290	CDH13
Q9BTV7	CABLES2
Q8N5C1	CALHM5
O75052	NOS1AP
Q8IU53	CASC2
P01258	CALCA
P22748	CA4
O75155	CAND2
P27824	CANX
Q9NYX4	CALY
Q14444	CAPRIN1
Q6IMN6	CAPRIN2
Q86UW7	CADPS2
Q6P4E1	CASC4
Q86X55	CARM1
Q9H257	CARD9
Q13938	CAPS
Q5NE16	CTSL3P
Q9NWW7	C2orf42
Q8WXQ8	CPA5
Q6ZVT6	C3orf67
Q9Y646	CPQ
A6NLC5	C3orf70
H3BU77	CCDC179
Q9BWC9	CCDC106
P45973	CBX5
Q3MIR4	TMEM30B
A0A0D9SF12	CCDC163
Q9Y2F9	BTBD3
Q7Z6A9	BTLA
O43709	BUD23
Q96A19	CCDC102A
Q9Y4F5	CEP170B
Q9BXJ2	C1QTNF7
P33076	CIITA
Q10589	BST2
Q8NCU7	C2CD4A
Q5T0F9	CC2D1B
Q9UKL3	CASP8AP2
Q9H246	C1orf21
Q9BWL3	C1orf43
Q8N6N3	C1orf52
Q8WTZ4	CA5BP1
Q8NC38	ZNF436-AS1
Q9H8G2	CAAP1
A1L170	C1orf226
Q6ZS94	C1orf229
O75952	CABYR
Q02641	CACNB1
Q9Y6J0	CABIN1
Q9H159	CDH19
O43570	CA12
Q13112	CHAF1B
P05937	CALB1
Q01668	CACNA1D
P49913	CAMP
O15484	CAPN5
A6NHC0	CAPN8
A8MX76	CAPN14
P07384	CAPN1
P47710	CSN1S1
Q01432	AMPD3
Q9H8Y5	ANKZF1
Q5JPF3	ANKRD36C
Q9Y264	ANGPT4
P01008	SERPINC1
Q8N6D5	ANKRD29
Q53RE8	ANKRD39
Q13367	AP3B2
O43747	AP1G1
Q9BY76	ANGPTL4
Q8J025	APCDD1
O14744	PRMT5
Q9Y6B7	AP4B1
P02656	APOC3
Q9UJX4	ANAPC5
Q8NBQ7	AQP11
Q66PJ3	ARL6IP4
Q5H913	ARL13A
Q6PI77	BHLHB9
Q9Y6D6	ARFGEF1
P50238	CRIP1
Q6Q6R5	CRIP3
Q9NUP1	BLOC1S4
P12643	BMP2
Q6ZN30	BNC2
Q9NR09	BIRC6
Q8TDH9	BLOC1S5
Q96IK1	BOD1
Q9UMX3	BOK
Q12983	BNIP3
Q12830	BPTF
P17213	BPI
Q13873	BMPR2
Q5VTR2	RNF20
O75150	RNF40
P46736	BRCC3
A6NE02	BTBD17
B2RXH4	BTBD18
Q9NPI1	BRD7
Q9NY30	BTG4
Q15582	TGFBI
Q9NZM4	BICRA
Q8NDY6	BHLHE23
Q9C0J9	BHLHE41
A4D250	BLACE
Q8WYA1	ARNTL2
Q53S33	BOLA3
Q96B45	BORCS7
Q8NFQ5	BPIFB6
Q7Z5Y6	BMP8A
Q8N8U9	BMPER
O00238	BMPR1B
O95861	BPNT1
Q6PJG6	BRAT1
Q8TDN6	BRIX1
O00478	BTN3A3
Q32M84	BTBD16
Q8WZ55	BSND
P35070	BTC
A0A1B0GUI7	BRD3OS
Q7L1Q6	BZW1
Q5T3Y7	BVES-AS1
Q8IYA2	CCDC144CP
Q6NUI1	CCDC144NL
O14523	C2CD2L
Q86YS7	C2CD5
Q15878	CACNA1E
Q9NP86	CABP5
Q8NAE3	LINC01555
O60840	CACNA1F
Q7Z3S7	CACNA2D4
Q8N126	CADM3
Q86Y37	CACUL1
Q9ULB4	CDH9
A8MW95	BECN2
O14503	BHLHE40
Q86UB2	BIVM
Q9UL45	BLOC1S6
Q13867	BLMH
Q01954	BNC1
O75936	BBOX1
O14613	CDC42EP2
Q96DR5	BPIFA2
P22003	BMP5
Q9H3Q1	CDC42EP4
P59827	BPIFB4
P13497	BMP1
Q9NSY1	BMP2K
P50747	HLCS
Q9HAW0	BRF2
Q8WY22	BRI3BP
P59051	BRWD1-AS2
P51587	BRCA2
Q3C1V8	BSX
Q9BSF8	BTBD10
A6QL63	BTBD11
O43684	BUB3
Q9BRD0	BUD13
Q14201	BTG3
Q58F21	BRDT
Q6UX41	BTNL8
P41223	BUD31
Q99643	SDHC
Q8NFU0	BEST4
Q7RTS1	BHLHA15
P54107	CRISP1
P12645	BMP3
Q9Y3E2	BOLA1
Q9BWV1	BOC
Q96LC9	BMF
Q7Z5W3	BCDIN3D
Q9UKI2	CDC42EP3
Q8TDL5	BPIFB1
P15056	BRAF
Q9ULD4	BRPF3
Q9NW68	BSDC1
Q15059	BRD3
B7Z1M9	C2CD4D
Q4G0S4	CYP27C1
Q5VVC0	C1orf146
Q5SR53	PIK3CD-AS1
Q8WWF1	C1orf54
Q96HA4	C1orf159
Q9NX04	C1orf109
Q96KC9	CABS1
Q5T5A4	C1orf194
Q8IZS8	CACNA2D3
P22223	CDH3
Q9UHR4	BAIAP2L1
Q96G01	BICD1
Q9NZV1	CRIM1
Q96P09	BIRC8
Q86WA6	BPHL
Q00587	CDC42EP1
P59826	BPIFB3
Q8NFQ6	BPIFC
P34820	BMP8B
Q7Z569	BRAP
O95415	BRI3
Q6PL45	BRICD5
P55201	BRPF1
Q96KV6	BTN2A3P
P32247	BRS3
Q96K17	BTF3L4
Q96KE9	BTBD6
P62324	BTG1
O60566	BUB1B
O43683	BUB1
P18075	BMP7
Q6PGQ7	BORA
P36894	BMPR1A
P78410	BTN3A2
Q8IWQ3	BRSK2
Q06187	BTK
Q9GZN4	PRSS22
Q99622	C12orf57
Q9UBR1	UPB1
Q96L14	CEP170P1
Q16581	C3AR1
Q9Y426	C2CD2
Q4AC94	C2CD3
Q9NRR8	CDC42SE1
P11586	MTHFD1
Q5VVS0	C1orf140
Q9BV19	C1orf50
Q5VUE5	C1orf53
Q8IVY1	C1orf210
Q8N6G1	LINC00337
Q8N0U7	C1orf87
Q8N1I8	CACTIN-AS1
Q86V35	CABP7
Q13698	CACNA1S
P54284	CACNB3
P33151	CDH5
Q9ULX7	CA14
Q16790	CA9
Q9P1Z2	CALCOCO1
Q9P1Y5	CAMSAP3
P0DP25	CALM3
Q9UMQ6	CAPN11
O60238	BNIP3L
Q53HL2	CDCA8
Q5PSV4	BRMS1L
Q7KYR7	BTN2A1
Q96G97	BSCL2
O95696	BRD1
P25440	BRD2
Q8TDC3	BRSK1
Q9H0C5	BTBD1
Q6UXG8	BTNL9
Q8N1D0	SLC22A18AS
Q9BXJ3	C1QTNF4
Q6DHV5	CC2D2B
Q6ZSU1	CYP2G1P
P60827	C1QTNF8
Q9P296	C5AR2
Q96HQ2	CDKN2AIPNL
P04003	C4BPA
Q9H0H9	CYP4F30P
Q7Z5L3	C1QL2
Q5VWW1	C1QL3
Q13410	BTN1A1
Q9BXJ1	C1QTNF1
Q6UB35	MTHFD1L
Q8TAB5	C1orf216
Q5JT78	C1orf137
Q8NCB2	CAMKV
Q9H0E9	BRD8
Q9NSI6	BRWD1
Q9Y6E2	BZW2
Q68D86	CCDC102B
Q9NR16	CD163L1
A2RUR9	CCDC144A
Q3MJ40	CCDC144B
Q96EU7	C1GALT1C1
Q69YN2	CWF19L1
Q8TF44	C2CD4C
Q53TS8	C2CD6
Q9H425	C1orf198
P54289	CACNA2D1
Q5TG92	C1orf195
B1AJZ1	C1orf196
Q9BY67	CADM1
Q9UJ99	CDH22
P43166	CA7
P35219	CA8
Q9HA72	CALHM2
Q9NZT1	CALML5
P0DP23	CALM1
Q6ZSI9	CAPN12
Q5T5Y3	CAMSAP1
Q9BXL7	CARD11
P17342	NPR3
Q99873	PRMT1
A6NF34	ANTXRL
Q8N8V4	ANKS4B
Q9GZV1	ANKRD2
Q6ZW76	ANKS3
P59780	AP3S2
Q96DE5	ANAPC16
P09525	ANXA4
Q9HDC9	APMAP
Q96P48	ARAP1
P15514	AREG
Q8N1W1	ARHGEF28
O43488	AKR7A2
O14791	APOL1
P08519	LPA
Q96PS8	AQP10
Q13790	APOF
P35626	GRK3
Q9NP61	ARFGAP3
P53367	ARFIP1
O94989	ARHGEF15
Q92888	ARHGEF1
Q8NDY3	ADPRHL1
Q9NR81	ARHGEF3
Q03989	ARID5A
Q9Y4B4	RAD54L2
Q9UKJ5	CHIC2
Q9Y4X5	ARIH1
Q4VC05	BCL7A
A2AJT9	BCLAF3
Q92560	BAP1
Q6W2J9	BCOR
Q00994	BEX3
Q9BUH8	BEGAIN
Q8NFU1	BEST2
